DNAREP1_DM$2L_RaGOO$21685467$21685865	69c9e9ea-40ba-4f31-947e-1b03c003c07f	2L_RaGOO	21685819	21690634
G_DM$3L_RaGOO$22645435$22645864	fe1e69e7-9591-491c-b4e7-7a1596bfeb0c	3L_RaGOO	22645024	22645835
G_DM$3L_RaGOO$22645435$22645864	649c69e0-afa3-43fb-b9fd-07cfb08fa281	3L_RaGOO	22644745	22645821
DMRT1B$X_RaGOO$18329002$18330754	3ff402c8-86ca-4262-afe1-98f102c2c5af	X_RaGOO	18328966	18331149
DNAREP1_DM$2R_RaGOO$4909669$4909917	a6d84887-53d2-42ad-b80d-0c93bfa93cfc	2R_RaGOO	4909359	4909817
BEL_I$2R_RaGOO$2343602$2347767	53a1ff1a-8aab-431a-8a7a-3b941c03a340	2R_RaGOO	2337736	2345884
DNAREP1_DM$4_RaGOO$658454$659354	55d13194-758a-4fc8-a97f-43c563f67f06	4_RaGOO	657390	659530
Transib5$2R_RaGOO$1408809$1410193	f26926bd-7312-4b7e-b57f-ce95ceb86b9b	2R_RaGOO	1390724	1409838
DNAREP1_DM$4_RaGOO$1225939$1226317	b71bd06d-7134-40a1-a47d-7587ed17dc4b	4_RaGOO	1223754	1226510
Transib5$2R_RaGOO$1408809$1410193	e0f27774-db34-4684-835e-b2ed0566644d	2R_RaGOO	1390755	1409816
QUASIMODO_I$2R_RaGOO$3940692$3953437	dc71d5bd-f542-4eba-98f6-3ea3ed6d2932	2R_RaGOO	3944384	4004716
TRANSIB2$2R_RaGOO$1819719$1821473	c4212a4c-229d-4e95-9a73-7fa98a11df6f	2R_RaGOO	1818964	1820137
DNAREP1_DM$3R_RaGOO$5952853$5953133	9fa7e885-74fb-4a02-af80-c27c0dd8b97b	3R_RaGOO	5949795	5953336
DM176_LTR$3L_RaGOO$20033243$20040251	c94c570a-1119-46d2-af3e-4a8381b0a7e3	3L_RaGOO	20026757	20038458
DNAREP1_DM$3L_RaGOO$20907028$20907410	e08abb09-9bbd-4f03-b450-11091956481e	3L_RaGOO	20907292	20908361
DNAREP1_DM$3R_RaGOO$19536671$19536947	668ea62c-1790-4f9e-8547-56dd1c6a24cb	3R_RaGOO	19536464	19537021
